product_id,product_name,category,unit_price,is_active,created_at
76,Classic Bottle,books,495.21,False,2025-10-21 02:41:31.930529
77,Essential Headphones,electronics,472.87,True,2025-08-07 07:52:37.516204
78,Premium Lamp,home,422.06,True,2025-05-04 15:07:50.561683
79,Eco Bottle,electronics,113.27,True,2025-04-06 18:46:08.474880
80,Premium Notebook,beauty,335.04,True,2024-10-12 02:10:15.106231
81,Classic Shoes,fashion,12.79,True,2025-02-20 23:43:35.607224
82,Classic Headphones,electronics,267.06,True,2025-02-20 01:16:11.987548
83,Portable Headphones,books,407.51,True,2025-05-01 09:53:13.164533
84,Smart Headphones,electronics,264.57,True,2025-05-15 03:03:19.465252
85,Essential Notebook,sports,408.53,True,2025-06-29 03:57:54.103281
86,Classic Headphones,sports,479.85,True,2025-09-29 16:56:16.285525
87,Smart Shoes,home,153.49,True,2025-02-21 06:14:36.030135
88,Premium Shoes,beauty,380.99,True,2025-07-23 01:11:01.600707
89,Classic Lamp,books,240.62,True,2025-03-20 08:27:30.355148
90,Eco Bottle,electronics,252.43,True,2025-01-08 01:51:40.620555
91,Portable Notebook,electronics,447.92,True,2024-10-28 21:40:32.434345
92,Smart Bottle,beauty,444.34,True,2024-05-12 17:08:53.725431
93,Premium Headphones,beauty,463.16,True,2025-11-19 18:55:04.532963
94,Essential Shoes,electronics,93.78,True,2025-01-04 19:32:32.698837
95,Premium Bottle,books,76.37,True,2025-02-11 11:53:38.769171
96,Classic Headphones,sports,85.41,True,2025-02-25 21:04:13.955734
97,Classic Shoes,books,169.21,True,2025-12-20 16:31:56.323487
98,Smart Watch,beauty,363.46,True,2024-11-18 15:07:41.996016
99,Portable Headphones,electronics,221.36,True,2025-07-11 19:14:03.244122
100,Portable Notebook,books,477.65,True,2024-04-14 01:58:54.162433
101,Portable Headphones,beauty,140.3,False,2024-10-10 05:41:52.499915
102,Classic Bottle,sports,278.75,True,2024-08-06 23:58:39.681950
103,Smart Shoes,books,332.03,True,2024-11-16 16:11:37.739875
104,Essential Backpack,home,357.99,True,2024-09-02 18:03:30.793868
105,Smart Lamp,beauty,393.03,True,2024-08-25 10:30:40.845380
106,Classic Backpack,sports,57.74,True,2025-11-30 15:29:14.041883
107,Portable Lamp,sports,381.87,True,2024-11-13 12:39:14.138383
108,Premium Bottle,fashion,227.18,True,2025-05-08 19:52:22.784467
109,Classic Headphones,electronics,49.36,True,2025-10-16 23:44:36.282364
110,Essential Notebook,sports,432.54,True,2025-06-14 14:37:17.971962
111,Classic Lamp,electronics,363.8,True,2024-06-27 01:42:26.540067
112,Smart Notebook,books,88.94,True,2024-10-13 20:19:21.939719
113,Smart Backpack,sports,137.86,True,2025-07-21 02:26:08.210405
114,Smart Lamp,sports,213.45,True,2026-01-03 15:51:42.348097
115,Premium Backpack,sports,472.39,True,2025-10-10 16:42:07.737291
116,Classic Notebook,books,101.8,True,2025-06-25 10:29:10.119875
117,Portable Headphones,fashion,169.45,True,2025-08-05 15:44:59.883806
118,Portable Lamp,sports,218.16,True,2025-09-15 19:34:36.134748
119,Eco Notebook,home,153.72,True,2025-09-18 08:26:28.295238
120,Eco Bottle,fashion,160.52,False,2025-10-18 08:57:31.369008
121,Portable Backpack,beauty,349.0,True,2025-05-22 01:33:20.649768
122,Essential Watch,home,166.31,True,2024-10-06 12:19:57.343160
123,Classic Backpack,electronics,466.37,True,2025-08-15 11:48:26.098889
124,Essential Bottle,beauty,384.97,True,2025-06-21 09:07:08.079145
125,Eco Lamp,beauty,108.78,True,2024-06-25 16:31:35.211440
126,Eco Headphones,fashion,338.12,True,2024-08-11 21:10:15.699243
127,Portable Bottle,sports,331.04,True,2025-05-11 06:35:20.154877
128,Classic Headphones,fashion,495.4,True,2024-06-06 18:51:39.545423
129,Classic Notebook,books,462.13,True,2025-01-04 00:59:14.447414
130,Classic Notebook,electronics,396.41,True,2026-01-26 10:23:31.236541
131,Essential Notebook,beauty,457.63,True,2024-10-20 17:23:13.856321
132,Smart Shoes,beauty,180.73,True,2024-08-18 13:15:39.712018
133,Premium Notebook,beauty,340.35,True,2024-05-01 16:15:43.199955
134,Portable Watch,fashion,57.44,True,2024-04-12 06:54:55.834499
135,Smart Notebook,beauty,261.8,True,2025-11-11 18:17:05.659198
136,Essential Bottle,fashion,190.19,True,2024-11-25 12:32:43.150137
137,Eco Notebook,beauty,252.73,True,2024-07-15 11:22:10.849820
138,Premium Lamp,electronics,151.24,True,2025-10-07 06:07:10.362896
139,Premium Headphones,beauty,75.13,True,2025-11-20 20:20:49.001300
140,Classic Watch,home,262.95,True,2024-04-21 13:36:45.669859
141,Premium Lamp,beauty,349.9,True,2024-05-12 19:38:33.795805
142,Portable Headphones,beauty,61.97,True,2025-01-13 20:30:16.028003
143,Eco Headphones,beauty,401.02,True,2025-05-19 04:41:33.971827
144,Eco Bottle,books,91.35,True,2024-06-20 01:13:14.018021
145,Essential Lamp,fashion,119.77,True,2024-08-28 09:12:22.029700
146,Smart Bottle,beauty,330.37,True,2024-09-19 23:55:00.498276
147,Eco Notebook,home,227.54,True,2024-11-14 07:30:02.025153
148,Premium Shoes,home,106.86,True,2024-11-24 07:32:02.206175
149,Premium Notebook,electronics,400.75,True,2024-05-01 10:15:36.794549
150,Portable Backpack,home,231.49,True,2025-11-09 14:54:48.147438
151,Classic Notebook,beauty,160.14,True,2024-09-26 11:30:26.040421
152,Classic Notebook,electronics,177.22,True,2024-07-10 11:51:23.371723
153,Essential Bottle,beauty,354.46,True,2025-07-06 20:29:49.893396
154,Essential Notebook,electronics,337.69,True,2025-03-11 16:32:02.433357
155,Smart Backpack,electronics,95.61,True,2025-06-23 00:12:44.127905
156,Essential Lamp,fashion,300.23,True,2025-07-17 18:17:43.878423
157,Classic Bottle,fashion,319.57,True,2025-12-12 10:05:08.201649
158,Eco Bottle,books,87.6,True,2025-01-18 16:27:49.932814
159,Smart Backpack,fashion,311.61,True,2025-01-31 15:10:26.246369
160,Premium Lamp,home,101.59,True,2025-10-16 09:44:28.346578
161,Essential Notebook,beauty,250.01,True,2024-06-13 12:12:45.276619
162,Classic Shoes,fashion,246.91,True,2024-06-10 03:07:39.503833
163,Premium Watch,home,149.58,True,2025-05-14 12:12:25.080739
164,Essential Backpack,home,391.47,True,2025-09-06 13:14:59.033903
165,Classic Notebook,books,61.04,True,2025-12-26 08:00:25.585692
166,Essential Watch,sports,273.31,True,2025-10-04 08:18:25.643027
167,Eco Lamp,books,113.18,True,2024-04-28 06:31:07.337514
168,Eco Watch,beauty,376.92,True,2024-06-09 19:23:28.424630
169,Premium Lamp,sports,177.55,True,2025-05-27 11:38:07.307814
170,Classic Watch,electronics,388.94,True,2025-11-05 00:46:48.818608
171,Eco Notebook,beauty,178.56,True,2025-12-01 22:18:44.686650
172,Eco Lamp,home,309.99,True,2024-07-14 10:03:32.555223
173,Smart Watch,electronics,287.19,True,2024-10-12 23:52:10.437601
174,Essential Notebook,home,165.21,True,2025-01-21 03:51:39.409357
175,Portable Notebook,sports,476.44,True,2025-03-05 07:48:43.892894
176,Eco Watch,electronics,72.12,True,2025-08-04 07:02:24.438803
177,Classic Headphones,sports,434.19,True,2024-06-05 16:57:42.834557
178,Smart Bottle,home,357.14,True,2025-06-07 23:52:34.141207
179,Eco Lamp,fashion,75.37,True,2024-11-10 11:30:37.268586
180,Eco Lamp,fashion,228.74,True,2024-07-01 12:08:06.105992
181,Premium Lamp,books,376.15,True,2025-10-21 02:21:05.604820
182,Portable Lamp,fashion,167.01,True,2025-01-19 13:05:21.291559
183,Eco Headphones,beauty,486.21,True,2025-01-03 21:12:48.641072
184,Eco Backpack,electronics,398.86,True,2025-08-28 18:04:45.131452
185,Classic Watch,home,249.88,True,2024-09-11 14:40:30.096389
186,Portable Backpack,books,291.08,True,2025-09-24 15:32:35.116974
187,Classic Watch,sports,447.61,True,2024-11-14 23:31:31.425395
188,Premium Headphones,beauty,393.03,True,2025-03-04 17:44:59.994307
189,Premium Watch,home,223.44,True,2024-05-27 06:42:32.604791
190,Classic Bottle,beauty,455.16,True,2024-12-05 20:14:01.537947
191,Portable Bottle,sports,51.2,True,2025-08-19 05:46:24.602535
192,Premium Backpack,beauty,452.38,True,2024-11-27 22:28:02.114868
193,Classic Shoes,sports,364.36,True,2025-06-19 23:57:03.999722
194,Classic Shoes,electronics,353.33,True,2024-07-10 18:49:17.606859
195,Classic Headphones,home,298.87,True,2025-08-18 08:14:32.566973
196,Classic Headphones,electronics,349.32,True,2025-01-07 21:19:04.918802
197,Classic Shoes,home,241.46,True,2024-08-31 02:57:43.007577
198,Premium Shoes,electronics,56.08,True,2025-09-19 16:50:36.219839
199,Portable Bottle,fashion,387.86,True,2025-01-02 07:33:09.347839
200,Smart Shoes,beauty,75.71,True,2024-12-30 13:34:32.757077
